word,word_count,x_coord,y_coord,rank
karaiti,1901.0,2.3094013,0.73743135,481
henare,3105.0,9.357864,0.33883852,482
kinga,1167.0,2.748,1.786342,483
tawhiti,1433.0,4.192089,-1.9748957,484
timatanga,1325.0,1.6305608,1.9501445,486
patua,1364.0,2.6266365,-1.5967441,487
maehe,2530.0,5.0826335,2.908809,488
waru,1782.0,-0.4588435,-6.2703524,489
morehu,1380.0,5.178824,2.1673286,490
huihuinga,1366.0,3.294471,3.787374,491
ngapuhi,1784.0,7.616994,-0.08574668,492
tangaia,1366.0,-1.101146,-0.91426885,493
whakahokia,1287.0,0.071849614,2.4812815,494
rahi,1352.0,1.0906374,-1.7677033,495
toto,1363.0,3.1479933,-3.5774488,496
whakatikatika,1323.0,1.5239078,5.3892717,497
arai,1282.0,0.96808624,1.9433945,498
pihopa,1410.0,3.0332625,1.4780959,499
tawhiao,1849.0,6.504901,0.7041459,500
mauria,1260.0,2.2891536,-2.3736303,501
taiepa,1522.0,2.2824032,-5.12575,502
wairoa,1883.0,7.4261527,-0.3288343,503
moutere,1323.0,4.0997205,-0.98029757,504
poa,1356.0,4.5056467,-0.89879525,505
piri,1443.0,0.8895112,-0.86565834,506
huia,1742.0,5.2598367,-1.0105265,507
ihu,1768.0,3.020754,-2.9986455,508
rata,1841.0,0.99772155,-1.1126883,509
hoa_riri,1.0,4.018291,-1.2254518,511
matakitaki,1235.0,2.0262988,-0.96153647,512
mamae,1246.0,2.7507558,-0.9448339,513
aotearoa,2222.0,4.718151,2.9138129,514
kanui,1521.0,2.8255618,2.5934315,515
ota,1247.0,-0.71033686,4.9811354,516
wera,1259.0,3.2685006,-3.441712,517
erua,1633.0,-0.5162361,-5.485265,518
paremete,1394.0,0.2952853,4.416799,519
tare,1298.0,-0.67854464,4.753196,520
whakatau,1197.0,0.41424787,4.9289837,521
ngati,1691.0,6.767544,0.8729534,522
hau_hau,1.0,4.5143867,-0.43425262,523
arawa,1457.0,6.820088,0.765482,524
hohoro,1186.0,-0.56005216,0.05449313,525
karaka,1655.0,5.7201443,-1.6380937,526
whakawakia,1186.0,-1.311098,4.04712,527
koro,1195.0,2.3379405,2.2467759,528
whakaputa,1127.0,0.41329262,3.5865717,529
whakaora,1220.0,1.681411,0.58788973,530
teka,796.0,0.41318503,-0.14121114,531
whiu,1141.0,1.248415,-1.1338838,532
pene,1555.0,4.528928,-5.8901834,533
pehea,1275.0,-0.28323585,2.277503,534
pou,1271.0,5.2576923,-3.5908375,535
hokohoko,1197.0,0.030366065,-3.9544313,536
reti,1168.0,-2.6441562,4.504898,537
takai,1618.0,3.2066922,-6.2306066,538
kohi,1149.0,1.8603253,0.008158757,540
heretaunga,1556.0,7.00921,1.7063334,541
moa,1538.0,-2.9755783,-2.9462304,542
roia,1342.0,-1.5605594,4.27943,543
taringa,1133.0,3.1560154,-2.6252713,544
oneone,1214.0,3.2174895,-5.1107025,545
tonga,1567.0,5.0206375,-2.1885939,546
hokinga,964.0,3.0689826,-1.1572338,547
hoani,1975.0,9.515558,-0.63180155,548
mohi,1683.0,8.578463,0.2964715,549
matuhi,2731.0,3.6038096,3.5967247,550
tetehi,1093.0,2.6371517,-1.1061114,551
whakahau,1099.0,0.98985,3.783073,552
manuao,1097.0,4.532334,-0.21743649,553
noaiho,1196.0,0.5848277,-1.0465218,554
pupuhi,1274.0,3.6288335,-2.2060485,555
inai,1164.0,-2.9738023,-2.01321,556
ahiahi,1205.0,4.162438,0.547419,557
haina,1187.0,1.0910292,4.66798,558
tukunga,1445.0,-0.41100684,2.8253112,559
karaitiana,1876.0,8.314136,1.8742383,560
whaea,1119.0,4.5944085,0.26536283,561
taupo,1873.0,7.3611994,0.09396429,562
whakahaerea,1031.0,0.8013426,5.08349,563
peeke,1119.0,0.06357912,-5.2294464,564
manaaki,1043.0,2.9317448,2.3018217,565
papai,1207.0,1.5044478,-5.280619,566
rerenga,1077.0,4.166095,-2.735045,567
komihana,1122.0,-0.78940016,4.8838906,568
tiupiri,1565.0,3.8426902,3.8222651,569
ringaringa,1079.0,3.056557,-2.7166047,570
kareti,1080.0,0.32375476,-3.9891992,571
tutu,1130.0,1.3666414,-1.3755918,572
rino,1140.0,0.8212373,-4.9553704,573
nuku,1058.0,-0.62830293,-6.4178033,574
parani,1109.0,2.84612,-5.1116433,575
tunga,1086.0,2.0299485,1.4751378,576
tete,133.0,3.4558485,-0.014952475,577
kararehe,1132.0,1.9786398,-4.7167773,578
tihema,2152.0,5.3104124,2.667205,579
oketopa,2503.0,5.0929394,2.5582235,580
paraire,1294.0,5.164996,2.0474505,581
puku,1048.0,3.6001554,-4.1119184,582
rangona,995.0,1.065848,-1.2224284,583
aperira,2040.0,5.195493,2.749206,584
wiwi,1156.0,3.8406045,-1.2658436,585
tahae,1077.0,0.5388908,0.13821681,586
paku,1125.0,3.139771,-3.1960661,587
meinga,981.0,-0.7821786,-0.57746595,588
tonutia,967.0,0.825387,-0.395121,589
ino,1031.0,-3.6533887,-2.414578,590
waitangi,1605.0,2.4135394,4.278938,591
huka,1428.0,2.6828015,-6.143483,592
tianara,1091.0,4.8084636,0.38395378,593
rangatiratanga,1020.0,2.4922817,1.3765526,594
hira,1154.0,8.486356,-2.5169673,595
tauranga,1528.0,7.7486567,-2.484803,596
porowini,1123.0,-1.9551903,3.325193,597
tuakana,1175.0,5.0552893,0.7841686,598
pata,1108.0,2.148782,-6.5678973,599
toko,1145.0,5.54743,-0.39419356,600
uaua,986.0,1.2962792,1.4678924,601
tiati,1003.0,-1.5542154,5.134123,602
